time,front-end_1,front-end_2,catalogue_3,front-end_4,front-end_5,front-end_6,catalogue_7,front-end_8,user_9,front-end_10,front-end_11,front-end_12,front-end_13,front-end_14,user_15,user_16,orders_17,payment_18,orders_19,shipping_20,queue-master_21,queue-master_22,queue-master_23,queue-master_24,queue-master_25,front-end_26,front-end_27,payment_28,front-end_29,user_30,front-end_31,front-end_32,user_33,front-end_34,front-end_35,front-end_36,catalogue_37,front-end_38,front-end_39,user_40,front-end_41,front-end_42,front-end_43,front-end_44,front-end_45,front-end_46,front-end_47,user_48,carts_49,user-db_50,user_51,front-end_52,user_53,catalogue_54,catalogue-db_55,catalogue_56,catalogue_57,catalogue_58,catalogue_59,front-end_60,front-end_61,front-end_62,front-end_63,front-end_64,front-end_65,front-end_66,front-end_67,front-end_68,front-end_69,front-end_70,front-end_71,front-end_72,front-end_73,front-end_74,front-end_75,front-end_76,front-end_77,front-end_78,front-end_79,front-end_80,front-end_81,front-end_82,front-end_83,front-end_84,front-end_85,front-end_86,front-end_87,front-end_88,front-end_89,front-end_90,front-end_91,front-end_92,front-end_93,front-end_94,front-end_95,front-end_96,catalogue_97,front-end_98,front-end_99,front-end_100,front-end_101,front-end_102,front-end_103
1705711800,14,14,12,12,12,12,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,14,14,14,14,14,14,14,14,15,15,18,18,18,18,18,18,18,18,18,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711815,17,17,20,20,20,20,10,11,44,33,11,11,11,11,11,11,10,10,10,10,10,10,30,30,10,20,10,10,17,17,17,17,17,17,17,17,15,15,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711830,15,15,15,15,15,15,10,19,76,57,19,19,19,19,19,19,20,19,19,19,19,19,57,57,19,38,19,10,15,15,15,15,15,15,15,15,18,18,16,16,16,16,16,16,16,16,16,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711845,14,14,14,13,13,13,10,16,64,48,16,16,16,16,16,16,16,17,17,17,17,17,51,51,17,34,17,10,14,14,14,14,14,14,14,14,13,12,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711860,13,13,13,14,14,14,10,14,56,42,14,14,14,14,14,14,14,14,14,14,14,14,42,42,14,28,14,10,14,14,14,14,14,14,13,13,14,15,13,13,13,13,13,13,13,13,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711875,17,17,14,14,14,14,10,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,10,16,16,16,16,16,16,17,17,15,15,18,18,18,18,18,18,18,18,18,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711890,19,19,20,20,20,19,10,16,64,48,16,16,16,16,16,16,16,16,16,16,16,16,48,48,16,32,16,10,19,19,19,19,19,19,19,19,14,13,12,12,12,12,12,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711905,9,9,8,8,8,9,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,9,9,9,9,9,9,9,9,17,18,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711920,15,15,15,15,15,15,10,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,10,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711935,20,20,22,22,22,22,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,20,20,20,20,20,20,20,20,13,13,19,19,19,19,19,19,19,19,19,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711950,11,11,12,12,12,12,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,11,11,11,11,11,11,11,11,16,15,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711965,16,16,16,16,16,16,10,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,10,16,16,16,16,16,16,16,16,17,18,8,8,8,8,8,8,8,8,8,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711980,11,11,10,10,10,10,10,19,73,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,10,11,11,11,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705711995,21,21,22,22,22,22,10,6,27,21,7,7,7,7,7,7,7,7,7,7,7,7,21,21,7,14,7,10,22,22,22,22,22,22,21,21,12,12,22,22,22,22,22,22,22,22,22,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712010,12,12,12,12,12,12,10,24,96,72,24,24,24,24,24,24,24,24,24,24,24,24,72,72,24,48,24,10,11,11,11,11,11,11,12,12,13,13,12,12,12,12,12,12,12,12,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712025,16,16,16,16,16,16,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,16,16,16,16,16,16,16,16,19,19,12,12,12,12,12,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712040,14,14,14,14,14,14,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,14,14,14,14,14,14,14,14,17,17,19,19,19,19,19,19,19,19,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712055,15,15,15,15,15,15,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,15,15,15,15,15,15,15,15,11,11,12,12,12,12,12,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712070,16,16,16,16,16,16,10,12,48,36,12,12,12,12,12,12,12,12,12,12,12,12,36,36,12,24,12,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712085,12,12,12,12,12,12,10,18,72,54,18,18,18,18,18,18,18,18,18,18,18,18,54,54,18,36,18,10,12,12,12,12,12,12,12,12,13,13,11,11,11,11,11,11,11,11,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712100,14,14,13,13,13,13,10,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,10,14,14,14,14,14,14,14,14,18,18,15,15,15,15,15,15,15,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712115,15,15,14,14,14,14,10,13,52,39,13,13,13,13,13,13,13,13,13,13,13,13,39,39,13,26,13,10,15,15,15,15,15,15,15,15,8,8,19,19,19,19,19,19,19,19,19,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712130,16,16,18,18,18,18,10,19,76,57,19,19,19,19,19,19,19,19,19,19,19,19,57,57,19,38,19,10,16,16,16,16,16,16,16,16,13,12,12,12,12,12,12,12,12,12,12,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712145,10,10,10,10,10,10,10,15,60,45,15,15,15,15,15,15,15,15,15,15,15,15,45,45,15,30,15,10,10,10,10,10,10,10,10,10,23,24,8,8,8,8,8,8,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712160,21,21,20,20,20,20,10,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,10,21,21,21,21,21,21,21,21,10,10,23,23,23,23,23,23,23,23,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712175,12,12,13,13,13,13,10,21,84,63,21,21,21,21,21,21,21,21,21,21,21,21,63,63,21,42,21,10,12,12,12,12,12,12,12,12,14,13,10,10,10,10,10,10,10,10,10,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712190,11,11,11,11,11,11,10,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,10,11,11,11,11,11,11,11,11,17,18,12,12,12,12,12,12,12,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712205,12,12,12,12,12,12,10,10,40,30,10,10,10,10,10,10,10,10,10,10,10,10,30,30,10,20,10,10,12,12,12,12,12,12,12,12,11,11,20,20,20,20,20,19,19,19,19,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712220,19,19,17,17,17,17,8,11,44,33,11,11,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,10,19,19,19,19,19,19,19,19,11,12,13,13,13,13,13,14,14,14,14,10,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1705712235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1705712265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
1705712295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705712340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
