time,catalogue_1,front-end_2,front-end_3,front-end_4,front-end_5,front-end_6,catalogue_7,payment_8,front-end_9,front-end_10,front-end_11,front-end_12,front-end_13,front-end_14,front-end_15,front-end_16,catalogue_17,front-end_18,front-end_19,front-end_20,front-end_21,front-end_22,front-end_23,front-end_24,front-end_25,front-end_26,front-end_27,front-end_28,front-end_29,front-end_30,front-end_31,front-end_32,front-end_33,front-end_34,front-end_35,front-end_36,front-end_37,front-end_38,front-end_39,front-end_40,front-end_41,front-end_42,front-end_43,front-end_44,front-end_45,front-end_46,front-end_47,front-end_48,front-end_49,front-end_50,front-end_51,front-end_52,front-end_53,front-end_54,front-end_55,front-end_56,front-end_57,front-end_58,front-end_59,front-end_60,front-end_61,front-end_62,front-end_63,front-end_64,front-end_65,user_66,user-db_67,user_68,user_69,user_70,front-end_71,front-end_72,front-end_73,user_74,front-end_75,front-end_76,front-end_77,front-end_78,user_79,user_80,front-end_81,front-end_82,front-end_83,front-end_84,orders_85,payment_86,orders_87,shipping_88,queue-master_89,queue-master_90,queue-master_91,queue-master_92,queue-master_93,front-end_94,front-end_95,carts_96,front-end_97,user_98,user-db_99,user-db_100,user-db_101,user-db_102,user_103,user-db_104,user-db_105
1705653195,12,12,15,0,0,0,10,10,11,11,11,11,11,10,10,10,10,10,10,16,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,15,15,15,15,36,9,9,9,9,9,9,15,15,15,15,8,8,8,8,8,8,24,24,8,16,8,0,0,0,0,0,0,0,0,0,0
1705653210,15,15,17,0,0,0,10,10,14,14,14,14,14,14,14,14,14,14,14,9,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,14,17,17,17,17,44,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,36,36,12,24,12,46,0,0,0,0,0,0,0,0,0
1705653225,6,6,10,0,0,0,10,10,16,16,16,16,16,14,14,14,14,14,14,14,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,16,10,10,10,10,40,10,10,10,10,10,10,16,16,16,16,10,10,10,10,10,10,30,30,10,20,10,0,0,0,1,1,1,1,0,0,0
1705653240,11,11,6,0,0,0,10,10,8,8,8,8,8,13,13,13,13,13,13,17,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,8,6,6,6,6,56,14,14,14,14,14,14,8,8,8,8,13,13,13,13,13,13,39,39,13,26,13,23,0,0,0,0,0,0,0,0,0
1705653255,16,16,14,0,0,0,10,10,10,10,10,10,10,9,9,9,9,9,9,11,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,14,14,14,14,76,19,19,19,19,19,19,14,14,14,14,20,20,20,20,20,20,60,60,20,40,20,0,0,0,0,0,0,0,0,0,0
1705653270,20,20,14,0,0,0,10,10,16,16,16,16,16,15,15,15,15,15,15,13,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,16,16,14,14,14,14,44,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,33,33,11,22,11,0,0,0,0,0,0,0,0,0,0
1705653285,10,10,22,0,0,0,10,10,12,12,12,12,12,11,11,11,11,11,11,8,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,12,22,22,22,22,56,14,14,14,14,14,14,17,17,17,17,11,11,11,11,11,11,33,33,11,22,11,23,0,0,0,0,0,0,0,0,0
1705653300,11,11,10,0,0,0,10,10,17,17,17,17,17,17,17,17,17,17,17,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,17,10,10,10,10,20,5,5,5,5,5,5,11,11,11,11,7,7,7,7,7,7,21,21,7,14,7,0,0,0,0,0,0,0,0,0,0
1705653315,6,6,8,0,0,0,10,10,10,10,10,10,10,11,11,11,11,11,11,20,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,8,8,8,8,44,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,33,33,11,22,11,23,0,0,0,0,0,0,0,0,0
1705653330,13,13,9,0,0,0,10,10,11,11,11,11,11,13,13,13,13,13,13,18,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,9,9,9,9,96,24,24,24,24,24,24,11,11,11,11,25,25,25,25,25,25,75,75,25,50,25,0,0,0,0,0,0,0,0,0,0
1705653345,22,22,17,0,0,0,10,10,11,11,11,11,11,11,11,11,11,11,11,9,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,17,17,17,17,48,12,12,12,12,12,12,13,13,13,13,11,11,11,11,11,11,33,33,11,22,11,0,0,0,0,0,0,0,0,0,0
1705653360,12,12,17,0,0,0,10,10,19,19,19,19,19,14,14,14,14,14,14,8,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,19,17,17,17,17,32,8,8,8,8,8,8,14,14,14,14,9,9,9,9,9,9,27,27,9,18,9,0,0,0,0,0,0,0,0,0,0
1705653375,10,10,11,0,0,0,10,10,13,13,13,13,13,13,13,13,13,13,13,13,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,13,11,11,11,11,32,8,8,8,8,8,8,17,17,17,17,8,8,8,8,8,8,24,24,8,16,8,0,0,0,0,0,0,0,0,0,0
1705653390,7,7,9,0,0,0,10,10,8,8,8,8,8,13,13,13,13,13,13,17,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,8,9,9,9,9,60,15,15,15,15,15,15,9,9,9,9,13,13,13,13,13,13,39,39,13,26,13,0,0,0,0,0,0,0,0,0,0
1705653405,16,16,7,0,0,0,10,10,13,13,13,13,13,13,13,13,13,13,13,17,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,13,7,7,7,7,84,21,21,21,21,21,21,8,8,8,8,23,23,23,23,23,23,69,69,23,46,23,23,0,0,0,0,0,0,0,0,0
1705653420,21,21,16,0,0,0,10,10,7,7,7,7,7,6,6,6,6,6,6,5,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,7,16,16,16,16,44,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,33,33,11,22,11,46,0,0,0,0,0,0,0,0,0
1705653435,8,8,19,0,0,0,10,10,20,20,20,20,20,14,14,14,14,14,14,8,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,19,19,19,19,28,7,7,7,7,7,7,18,18,18,18,7,7,7,7,7,7,21,21,7,14,7,0,0,0,0,0,0,0,0,0,0
1705653450,8,8,11,0,0,0,10,10,12,12,12,12,12,17,17,17,17,17,17,11,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,12,11,11,11,11,32,8,8,8,8,8,8,11,11,11,11,6,6,6,6,6,6,18,18,6,12,6,0,0,0,0,0,0,0,0,0,0
1705653465,8,8,7,0,0,0,10,10,11,11,11,11,10,10,10,10,10,10,10,21,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,10,7,7,7,7,44,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,39,39,13,26,13,23,0,0,0,0,0,0,0,0,0
1705653480,15,15,6,0,0,0,10,10,9,9,9,9,10,12,12,12,12,12,12,14,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,10,6,6,6,6,80,20,20,20,20,20,20,7,7,7,7,20,20,20,20,20,20,60,60,20,40,20,0,0,0,0,0,0,0,0,0,0
1705653495,19,19,17,0,0,0,10,10,9,9,9,9,9,9,9,9,9,9,9,9,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,9,17,17,17,17,56,14,14,14,14,14,14,17,17,17,17,14,14,14,14,14,14,42,42,14,28,14,23,0,0,0,0,0,0,0,0,0
1705653510,11,11,20,0,0,0,10,10,15,15,15,15,15,13,13,13,13,13,13,9,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,15,19,20,20,20,32,8,8,8,8,8,8,13,13,13,13,6,6,6,6,6,6,18,18,6,12,6,0,0,0,0,0,0,0,1,0,0
1705653525,7,7,12,0,0,0,10,10,20,20,20,20,19,13,13,13,13,13,13,7,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,12,12,12,12,48,12,12,12,12,12,12,15,15,15,15,12,12,12,12,12,12,36,36,12,24,12,0,0,0,1,1,0,0,0,0,0
1705653540,10,10,6,0,0,0,10,10,7,7,7,7,8,16,16,16,16,16,16,20,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,7,6,6,6,6,20,5,5,5,5,5,5,8,8,8,8,6,6,6,6,6,6,18,18,6,12,6,0,0,0,0,0,0,0,0,0,0
1705653555,15,15,9,0,0,0,10,10,14,14,14,14,13,12,12,12,12,12,12,17,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,14,9,9,9,9,96,24,24,24,24,24,24,11,11,11,11,25,25,25,25,25,25,75,75,25,50,25,0,0,0,0,0,1,1,0,0,0
1705653570,18,18,20,0,0,0,10,10,8,8,8,8,9,10,10,10,10,10,10,10,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,8,20,20,20,20,44,11,11,11,11,11,11,18,18,18,18,11,11,11,11,11,11,33,33,11,22,11,46,0,0,0,0,0,0,0,0,0
1705653585,15,14,9,0,0,0,10,10,16,16,16,16,16,15,15,15,15,15,15,11,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,16,9,9,9,9,48,12,12,12,12,12,12,11,11,11,11,12,12,12,12,12,12,36,36,12,24,12,0,0,0,0,0,0,0,0,0,0
1705653600,8,9,18,0,0,0,10,10,14,14,14,14,14,13,13,13,13,13,13,11,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,14,18,18,18,18,48,12,12,12,12,12,12,14,14,14,14,11,11,11,11,11,11,33,33,11,22,11,0,0,0,0,0,1,1,0,0,0
1705653615,13,13,14,0,0,0,10,10,13,13,13,13,13,12,12,12,12,12,12,14,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,13,14,14,14,14,36,9,9,9,9,9,9,12,12,12,12,9,9,9,9,9,9,27,27,9,18,9,0,0,0,0,0,0,0,0,0,0
1705653630,8,8,9,0,0,0,10,10,11,11,11,11,11,12,12,12,12,12,12,12,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,9,9,9,9,64,16,16,16,16,16,16,15,15,15,15,17,17,17,17,17,17,51,51,17,34,17,0,0,0,0,0,0,0,0,0,0
1705653645,17,17,7,0,0,0,10,10,14,14,14,14,14,14,14,14,14,14,14,19,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,14,7,7,7,7,52,13,13,13,13,13,13,7,7,7,7,12,12,12,12,12,12,36,36,12,24,12,0,0,0,0,0,0,0,0,0,0
1705653660,13,13,14,0,0,0,10,10,9,9,9,9,9,11,11,11,11,11,11,7,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,9,14,14,14,14,60,15,15,15,15,15,15,12,12,12,12,15,15,15,15,15,15,45,45,15,30,15,0,0,0,0,0,0,0,0,1,1
1705653675,15,15,13,0,0,0,10,10,15,15,15,15,15,13,13,13,13,13,13,13,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,15,13,13,13,13,36,9,9,9,9,9,9,15,15,15,15,8,8,8,8,8,8,24,24,8,16,8,0,0,0,0,0,0,0,0,0,0
1705653690,10,10,14,0,0,0,10,10,9,9,9,9,9,10,10,10,10,10,10,14,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,9,14,14,14,14,48,12,12,12,12,12,12,13,13,13,13,14,14,14,14,14,14,42,42,14,28,14,0,0,0,0,0,0,0,0,0,0
1705653705,16,16,18,0,0,0,10,10,13,13,13,13,13,13,13,13,13,13,13,9,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,13,18,18,18,18,60,15,15,15,15,15,15,10,10,10,10,15,15,15,15,15,15,45,45,15,30,15,23,0,0,0,0,0,0,0,0,0
1705653720,6,6,11,0,0,0,10,10,17,17,17,17,17,15,15,15,15,15,15,11,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,17,11,11,11,11,36,9,9,9,9,9,9,15,15,15,15,7,7,7,7,7,7,21,21,7,14,7,23,0,0,0,0,0,0,0,0,0
1705653735,13,13,8,0,0,0,10,10,11,11,11,11,11,13,13,13,13,13,13,15,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,11,8,8,8,8,36,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,33,33,11,22,11,0,0,0,0,0,0,0,0,0,0
1705653750,6,6,7,0,0,0,8,8,9,9,9,9,9,7,7,7,7,7,7,12,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,9,7,7,7,7,60,15,15,15,15,15,15,9,9,9,9,14,14,14,14,14,14,42,42,14,28,14,0,0,0,0,0,0,0,0,0,0
