time,payment_1,front-end_2,front-end_3,front-end_4,user_5,front-end_6,front-end_7,front-end_8,front-end_9,front-end_10,orders_11,user_12,front-end_13,user_14,front-end_15,front-end_16,user_17,front-end_18,front-end_19,front-end_20,front-end_21,front-end_22,catalogue_23,front-end_24,front-end_25,front-end_26,catalogue_27,front-end_28,catalogue_29,front-end_30,user_31,front-end_32,front-end_33,front-end_34,front-end_35,front-end_36,front-end_37,front-end_38,orders_39,orders_40,orders_41,orders_42,orders_43,orders_44,orders_45,orders_46,orders_47,orders_48,orders-db_49,orders_50,orders_51,orders_52,orders_53,orders_54,orders_55,orders_56,orders_57,orders_58,orders_59,orders_60,orders_61,orders_62,orders_63,orders_64,orders_65,orders_66,orders_67,user_68,user-db_69,user_70,orders_71,payment_72,orders_73,shipping_74,queue-master_75,queue-master_76,queue-master_77,queue-master_78,queue-master_79,orders_80,front-end_81,carts_82,user_83,user_84,user_85
1705825365,10,26,0,13,52,39,13,13,13,13,0,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,16,10,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,39,39,13,0,13,23,0,0,0
1705825380,10,40,0,20,80,60,20,20,20,20,0,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,17,17,10,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,20,20,20,20,20,60,60,20,0,20,0,0,0,0
1705825395,10,24,0,12,48,36,12,12,12,12,0,10,14,14,14,15,15,15,15,15,15,15,15,15,15,15,13,13,10,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,12,12,12,36,36,12,0,12,0,0,0,0
1705825410,10,26,0,13,52,39,13,13,13,13,0,10,19,19,19,19,19,19,19,19,19,19,19,19,19,19,14,14,10,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,39,39,13,0,13,0,0,0,0
1705825425,10,38,0,19,76,57,19,19,19,19,0,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,19,19,10,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19,19,19,19,19,19,57,57,19,0,19,23,0,0,0
1705825440,10,24,0,12,48,36,12,12,12,12,0,10,18,18,18,18,18,18,18,18,18,18,18,18,18,19,12,12,10,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,12,12,12,12,36,36,12,0,12,46,0,0,0
1705825455,10,38,0,19,76,57,19,19,19,19,0,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19,19,19,19,19,19,57,57,19,0,19,0,0,0,0
1705825470,10,22,0,11,44,33,11,11,11,11,0,10,13,13,13,13,13,13,13,13,13,13,13,13,13,12,17,17,10,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,11,11,11,11,11,33,33,11,0,11,0,0,0,0
1705825485,10,32,0,16,64,48,16,16,16,16,0,10,18,18,18,18,18,18,18,18,18,18,18,18,18,19,12,12,10,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,16,16,16,16,16,16,48,48,16,0,16,46,0,0,0
1705825500,10,38,0,19,76,57,19,19,19,19,0,10,15,15,15,15,15,15,15,15,15,15,15,15,15,14,16,16,10,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19,19,19,19,19,19,57,57,19,0,19,46,0,0,0
1705825515,10,30,0,15,60,45,15,15,15,15,0,10,12,12,12,12,12,12,12,12,12,12,12,12,12,13,20,20,10,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,15,15,15,15,15,45,45,15,0,15,23,0,0,0
1705825530,10,26,0,13,52,39,13,13,13,13,0,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,14,10,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,13,13,13,13,13,13,39,39,13,0,13,23,0,0,0
1705825545,10,34,0,17,68,51,17,17,17,17,0,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,17,17,17,17,17,17,51,51,17,0,17,0,0,0,0
1705825560,10,30,0,15,60,45,15,15,15,15,0,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,21,21,10,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,15,15,15,15,15,45,45,15,0,15,0,0,0,0
1705825575,10,18,0,9,36,27,9,9,9,9,0,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,11,11,10,18,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,9,9,9,9,9,27,27,9,0,9,46,0,0,0
1705825590,10,36,0,18,72,54,18,18,18,18,0,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,11,10,18,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,18,18,18,18,18,54,54,18,0,18,46,0,0,0
1705825605,10,42,0,21,84,63,21,21,21,21,0,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,21,21,10,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,21,21,21,21,21,63,63,21,0,21,23,0,0,0
1705825620,10,22,0,11,44,33,11,11,11,11,0,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,10,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,11,11,11,11,11,11,33,33,11,0,11,23,0,0,0
1705825635,10,30,0,15,59,45,15,15,15,15,0,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,7,7,10,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,15,15,15,15,15,45,45,15,0,15,0,0,0,1
1705825650,10,38,0,19,76,57,19,19,19,19,0,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,20,10,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,19,19,19,19,19,19,57,57,19,0,19,0,0,0,0
1705825665,10,18,0,9,36,27,9,9,9,9,0,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,19,10,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,9,9,9,9,9,27,27,9,0,9,0,0,0,0
1705825680,10,30,0,15,60,45,15,15,15,15,0,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,10,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,15,15,15,15,15,45,45,15,0,15,46,0,0,0
1705825695,2,8,0,4,16,12,4,4,4,4,0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,4,12,12,4,0,4,0,0,0,0
